total_return,sharpe_ratio,symbol,params
1.495205092659823,0.6102919638942835,sh_688618,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.2599167431898303,-1.041285517551337,sh_600496,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.005201178201944422,0.058465325733127356,sh_600496,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.04022800729942493,-1.1514281894726723,sh_600496,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.23010554317181348,-0.8259597727260132,sh_600496,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.36592600364841527,-0.33391253718604974,sz_300014,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.4686409909441555,-0.9233216533239493,sz_300014,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.3092756029463586,-0.652021567370202,sz_300014,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.43275026773178177,-0.5785281422073503,sz_300014,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
1.2588926112940715,0.8443194648163111,sz_300688,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
1.0555315137136387,0.7409907066956457,sz_300688,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_300688,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
1.3094380551502176,0.6979894074334171,sz_300688,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.14314633149274814,0.21986649482382142,sh_603060,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.006995014644888725,0.09031006094070064,sh_603060,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.20186106730694228,-0.4514622529748909,sh_603060,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.2566269635362705,-0.7175089498872015,sh_603060,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.5375034715059961,1.24721390148265,sz_002333,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.5107647517953953,1.2453363516786702,sz_002333,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_002333,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.2963396448078145,0.8609398872690703,sz_002333,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.3178519980525755,0.34495276354161164,sh_600850,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.17690484922834804,0.27615397619546367,sh_600850,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.4271544653292786,0.7063676687137054,sh_600850,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.19229005753582518,0.7817806511622923,sh_600850,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0839718909697824,0.14610053010038748,sz_300828,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.020643597483662596,0.02900265950877444,sz_300828,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_300828,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.2182018664431419,0.5722329056900924,sz_300828,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
